Date,AAPL,AMZN,AVGO,DIA,GOOGL,META,MSFT,NVDA,ONEQ,PINK,QQQ,SPY,TSLA
2024-04-15,172.0673828125,183.6199951171875,130.225830078125,373.9898376464844,154.4774932861328,499.257568359375,412.15240478515625,85.98657989501953,62.38652420043945,29.044845581054688,429.7720031738281,501.2902526855469,161.47999572753906
2024-04-16,168.7693328857422,183.32000732421875,132.05101013183594,374.6539001464844,154.01861572265625,498.7884826660156,413.0889892578125,87.40034484863281,62.20708084106445,28.86512565612793,429.8118896484375,500.3760070800781,157.11000061035156
2024-04-17,167.39430236816406,181.27999877929688,127.4378662109375,374.1285705566406,155.0859832763672,493.2093505859375,410.3588562011719,84.02091217041016,61.57902526855469,28.805219650268555,424.5675964355469,497.4146728515625,155.4499969482422
2024-04-18,166.437744140625,179.22000122070312,125.08908081054688,374.5151672363281,155.62464904785156,500.8244934082031,402.8160705566406,84.65679931640625,61.31983184814453,28.755294799804688,422.1448974609375,496.3910827636719,149.92999267578125
2024-04-19,164.40512084960938,174.6300048828125,119.69599151611328,376.6552734375,153.7093963623047,480.1347961425781,397.6846008300781,76.18722534179688,59.99394226074219,28.665435791015625,413.4110107421875,492.05841064453125,147.0500030517578
2024-04-22,165.24208068847656,177.22999572753906,121.65828704833984,379.2040100097656,155.8939666748047,480.79351806640625,399.5179748535156,79.50466918945312,60.64193344116211,28.86512565612793,417.568603515625,496.58984375,142.0500030517578
2024-04-23,166.29824829101562,179.5399932861328,124.1153793334961,381.83203125,157.86907958984375,495.1355895996094,406.1042175292969,82.4091796875,61.59896469116211,29.136703491210938,423.7998962402344,502.4826965332031,144.67999267578125
2024-04-24,168.41062927246094,176.58999633789062,124.87347412109375,381.2568664550781,158.73695373535156,492.5406188964844,407.5888366699219,79.66364288330078,61.75847244262695,29.16465950012207,425.2356262207031,502.24420166015625,162.1300048828125
2024-04-25,169.27749633789062,173.6699981689453,128.60928344726562,377.7660217285156,155.6146697998047,440.5219421386719,397.6048889160156,82.61814880371094,61.29989242553711,29.024877548217773,423.1817932128906,500.33624267578125,170.17999267578125
2024-04-26,168.6896209716797,179.6199951171875,133.54232788085938,379.14447021484375,171.52528381347656,442.4282531738281,404.8587341308594,87.72028350830078,62.59587478637695,28.984939575195312,429.7121887207031,505.0763854980469,168.2899932861328
2024-04-29,172.8744659423828,180.9600067138672,133.0008544921875,380.6221618652344,165.73959350585938,431.7789611816406,400.8033447265625,87.7422866821289,62.69556427001953,29.054832458496094,431.45697021484375,506.8650817871094,194.0500030517578
2024-04-30,169.7158966064453,175.0,129.19052124023438,374.9991149902344,162.3779296875,429.3337707519531,387.9297790527344,86.38751220703125,61.57902526855469,28.915048599243164,423.3213195800781,498.8357238769531,183.27999877929688
2024-05-01,168.6896209716797,179.0,123.48645782470703,375.7528076171875,163.45526123046875,438.336181640625,393.5196228027344,83.0270767211914,61.21017074584961,29.284473419189453,420.260498046875,497.2159423828125,179.99000549316406
2024-05-02,172.4061737060547,184.72000122070312,123.06021118164062,379.0651550292969,166.20843505859375,440.8213806152344,396.4092102050781,85.8026123046875,62.22701644897461,29.384319305419922,425.6244201660156,501.8665771484375,180.00999450683594
2024-05-03,182.71884155273438,186.2100067138672,126.98876953125,383.5675964355469,166.82691955566406,451.08135986328125,405.1974792480469,88.77411651611328,63.46318435668945,29.574024200439453,434.1788330078125,508.08740234375,181.19000244140625
2024-05-06,181.05487060546875,188.6999969482422,130.1880645751953,385.23370361328125,167.68479919433594,464.7746887207031,412.0527648925781,92.12454986572266,64.24077606201172,29.623945236206055,438.9345397949219,513.3343505859375,184.75999450683594
2024-05-07,181.7423858642578,188.75999450683594,129.47268676757812,385.5212707519531,170.82699584960938,467.3297119140625,407.86785888671875,90.538818359375,64.11116790771484,29.75374412536621,439.00433349609375,513.9007568359375,177.80999755859375
2024-05-08,182.08116149902344,188.0,131.6843719482422,387.24688720703125,168.96163940429688,471.6812744140625,409.06353759765625,90.39684295654297,64.00151062011719,29.264503479003906,438.7451171875,513.950439453125,174.72000122070312
2024-05-09,183.90457153320312,189.5,129.72703552246094,390.7376708984375,169.54019165039062,474.49578857421875,410.8371276855469,88.73212432861328,64.15104675292969,29.474180221557617,439.7022399902344,516.9117431640625,171.97000122070312
2024-05-10,182.63742065429688,187.47999572753906,132.42259216308594,391.90789794921875,168.23341369628906,475.2742919921875,413.2484130859375,89.86292266845703,64.14107513427734,29.444225311279297,440.7391357421875,517.57763671875,168.47000122070312
2024-05-13,185.8601531982422,186.57000732421875,132.89056396484375,391.1938781738281,168.72222900390625,467.1001892089844,412.2320861816406,90.38385009765625,64.39030456542969,29.434242248535156,441.7560729980469,517.6470947265625,171.88999938964844
2024-05-14,187.00755310058594,187.07000732421875,137.11521911621094,392.3046569824219,169.91925048828125,470.9327392578125,415.0618896484375,91.34068298339844,64.79903411865234,29.653902053833008,444.5975646972656,520.0221557617188,177.5500030517578
2024-05-15,189.2924041748047,185.99000549316406,142.69309997558594,395.9739685058594,172.08389282226562,480.6038818359375,422.31878662109375,94.61412811279297,65.79595184326172,29.9334659576416,451.5467529296875,526.4616088867188,173.99000549316406
2024-05-16,189.41212463378906,183.6300048828125,140.30455017089844,395.904541015625,173.749755859375,472.3100280761719,420.2325744628906,94.34317779541016,65.62647247314453,29.877552032470703,450.6295166015625,525.3783569335938,174.83999633789062
2024-05-17,189.4420623779297,184.6999969482422,138.6313934326172,397.2295227050781,175.6251220703125,470.99261474609375,419.4539489746094,92.46348571777344,65.55669403076172,29.853588104248047,450.41015625,526.1336669921875,177.4600067138672
2024-05-20,190.6094207763672,183.5399932861328,140.4933319091797,395.3920593261719,176.48300170898438,467.9285583496094,424.5747375488281,94.76411437988281,66.0551528930664,29.89352798461914,453.5507507324219,526.7398071289062,174.9499969482422
2024-05-21,191.91647338867188,183.14999389648438,139.01986694335938,396.06744384765625,177.41070556640625,463.7267761230469,428.2680969238281,95.37001037597656,66.18474578857422,29.86357307434082,454.4380798339844,528.0316162109375,186.60000610351562
2024-05-22,190.46974182128906,183.1300048828125,138.32835388183594,393.96185302734375,175.9443359375,466.8706359863281,429.74542236328125,94.93408203125,66.10498809814453,29.833620071411133,454.34832763671875,526.5112915039062,180.11000061035156
